Overall Qual,Year Remod/Add,Mas Vnr Area,TotRms AbvGrd,BsmtFin SF 1,MS Zoning,Street,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Paved Drive,Sale Type,Sale Condition,Neighborhood_Grouped,HouseStyle_Simple,TotalSF,TotalBath,Qual_x_Area,Age,YearsSinceRemodel,TotalPorchSF,HasBasement,HasBasement,HasGarage,HasFireplace,BathPerBedroom,QuarterSold,PricePerSF,LotShape_Score,SalePrice
7,2002,162.0,6,486.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2706.0,3.5,12502,7,6,42,1,1,1,1,1.1666666666666667,3,82.59423503325942,2,223500
5,1980,0.0,5,280.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1876.0,2.0,4690,33,28,0,1,1,1,0,0.6666666666666666,3,69.42963752665246,2,130250
5,1977,220.0,6,595.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,Gd,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1970.0,2.0,4925,31,31,0,1,1,1,0,0.6666666666666666,4,76.09137055837563,3,149900
5,1978,180.0,5,781.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,2038.0,2.0,5870,30,30,280,1,1,1,0,0.6666666666666666,2,77.5269872423945,2,158000
6,1978,0.0,5,505.0,RL,Pave,Low,Inside,Mod,Norm,Norm,1Fam,Gable,CompShg,Plywood,HdBoard,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1966.0,2.0,6156,30,30,34,1,1,1,0,0.6666666666666666,4,74.77110885045778,2,147000
5,1975,176.0,5,294.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Abnorml,CollgCr,SingleStory,2152.0,1.5,5380,33,33,0,1,1,1,1,0.5,3,66.54042750929368,2,143195
5,2001,0.0,5,88.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Min2,Y,WD ,Normal,CollgCr,SingleStory,2422.0,3.0,7790,33,7,466,1,1,1,0,1.5,3,67.29975227085053,2,163000
5,1975,0.0,5,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1848.0,1.0,4620,33,33,0,1,1,1,0,0.3333333333333333,2,59.523809523809526,2,110000
5,1972,0.0,5,390.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1728.0,1.0,4320,36,36,0,1,1,1,0,0.3333333333333333,2,73.49537037037037,2,127000
5,1972,0.0,4,632.0,RL,Pave,Bnk,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,CollgCr,SingleStory,1560.0,1.0,3900,36,36,0,1,1,1,0,0.5,1,80.06410256410257,3,124900
8,2002,281.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3572.0,2.0,14360,6,6,159,1,1,1,1,0.6666666666666666,3,64.38969764837626,3,230000
8,2002,0.0,7,804.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3159.0,3.5,16248,6,6,211,1,1,1,1,1.1666666666666667,1,75.02374169040836,3,237000
7,2000,0.0,7,735.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2857.0,3.5,13055,8,8,184,1,1,1,1,1.1666666666666667,2,82.25411270563528,2,235000
7,2001,227.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3418.0,2.5,15127,7,7,84,1,1,1,1,0.8333333333333334,2,67.43709771796372,3,230500
8,2000,320.0,7,668.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2856.0,2.5,14816,9,8,106,1,1,1,1,0.8333333333333334,4,80.53221288515407,2,230000
7,1999,202.0,8,252.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3184.0,2.5,14217,10,9,84,1,1,1,1,0.8333333333333334,3,69.88065326633166,2,222500
8,2002,396.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3318.0,2.5,18104,7,6,234,1,1,1,1,0.8333333333333334,3,86.49789029535864,3,287000
9,2002,134.0,7,1194.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3304.0,3.5,17523,7,6,116,1,1,1,1,1.1666666666666667,1,82.92978208232445,2,274000
8,2003,240.0,6,1538.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3564.0,3.0,14288,6,5,35,1,1,1,1,1.0,2,84.17508417508418,1,300000
8,2002,0.0,9,0.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3418.0,2.5,18320,6,6,0,1,1,1,1,0.625,2,74.8683440608543,3,255900
7,2003,252.0,8,550.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2652.0,3.5,12376,5,5,63,1,1,1,0,1.1666666666666667,3,84.80392156862744,3,224900
7,2003,0.0,9,0.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,3456.0,2.5,16289,5,5,57,1,1,1,1,0.625,3,69.44444444444444,1,240000
7,2003,0.0,6,0.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2438.0,2.5,11480,5,5,45,1,1,1,0,0.8333333333333334,2,75.06152584085316,2,183000
8,2000,192.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2614.0,2.5,14112,9,8,29,1,1,1,1,0.8333333333333334,2,79.18898240244836,2,207000
7,1995,0.0,8,642.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2823.0,3.5,13356,14,13,133,1,1,1,1,0.875,3,74.38894792773645,3,210000
6,2003,170.0,3,686.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,5,5,0,1,1,1,0,2.0,1,80.48349056603773,3,136500
6,2004,205.0,3,662.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,0,2.0,1,85.49528301886792,3,145000
6,1998,215.0,7,994.0,RL,Pave,Lvl,Inside,Mod,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2971.0,3.0,8958,11,10,39,1,1,1,1,1.0,2,70.3130259171996,3,208900
6,1998,0.0,8,1593.0,RM,Pave,Lvl,Corner,Gtl,Norm,Norm,Duplex,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Abnorml,CollgCr,SingleStory,3676.0,4.0,11028,11,10,67,1,1,1,0,2.0,3,50.32644178454842,3,185000
7,2003,113.0,7,810.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3072.0,3.0,10752,6,5,74,1,1,1,0,1.0,4,69.66145833333333,3,214000
7,2003,196.0,8,706.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2566.0,3.5,11970,5,5,61,1,1,1,0,1.1666666666666667,1,81.25487139516757,3,208500
7,2004,50.0,6,24.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2890.0,2.0,10115,4,4,35,1,1,1,0,0.6666666666666666,2,64.53287197231833,3,186500
7,2004,266.0,8,946.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2872.0,3.0,10052,4,4,98,1,1,1,0,1.0,2,73.11977715877437,3,210000
7,2004,0.0,6,490.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2352.0,2.5,11074,4,4,45,1,1,1,0,0.8333333333333334,3,79.03911564625851,3,185900
8,2007,0.0,7,0.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2468.0,2.0,9872,1,1,30,1,1,1,0,0.6666666666666666,1,72.89303079416531,3,179900
7,2007,212.0,6,56.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,3128.0,2.0,10948,1,1,24,1,1,1,0,0.6666666666666666,1,69.96035805626599,3,218836
7,2007,0.0,6,24.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,2712.0,2.0,9527,1,1,50,1,1,1,0,0.6666666666666666,2,71.16519174041298,3,193000
7,2005,0.0,7,648.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,MultiLevel,2184.0,3.5,10192,3,3,18,1,1,1,1,1.1666666666666667,4,86.53846153846153,3,189000
6,2004,147.0,3,697.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,1,2.0,2,88.03066037735849,3,149300
6,2004,147.0,3,697.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,1,2.0,2,83.13679245283019,3,141000
6,2004,205.0,3,662.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,1,2.0,1,87.85377358490567,3,149000
6,2004,169.0,4,662.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,ConLD,Normal,CollgCr,SingleStory,1696.0,2.0,5088,4,4,0,1,1,1,1,2.0,2,85.2004716981132,3,144500
5,1950,0.0,4,0.0,RL,Pave,Lvl,Inside,Gtl,Feedr,Norm,1Fam,Gable,CompShg,MetalSd,Wd Sdng,None,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,P,WD ,Normal,Edwards,SingleStory,1592.0,1.0,3980,98,58,164,1,1,0,0,0.5,2,53.391959798994975,3,85000
5,2003,0.0,9,1084.0,RL,Pave,Lvl,Inside,Gtl,Feedr,Norm,Duplex,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,N,WD ,Normal,Edwards,MultiLevel,3472.0,5.0,11000,108,5,70,1,1,0,0,1.25,3,42.02188940092166,3,145900
5,1966,0.0,6,609.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,COD,Abnorml,Edwards,SingleStory,2184.0,1.0,5460,42,42,161,1,1,1,0,0.3333333333333333,2,56.31868131868132,3,123000
5,1965,0.0,6,830.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2512.0,2.5,6280,43,43,68,1,1,1,0,0.8333333333333334,2,58.718152866242036,3,147500
5,1976,222.0,6,456.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Family,Edwards,SingleStory,1489.0,1.5,5165,32,32,0,1,1,1,0,0.5,2,110.81262592343855,3,165000
6,1976,84.0,6,1033.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,Ex,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2254.0,2.0,6762,32,32,138,1,1,1,1,0.6666666666666666,2,59.89352262644188,3,135000
5,1969,0.0,6,290.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,1992.0,2.0,4980,68,39,0,1,1,0,1,0.6666666666666666,3,54.21686746987952,3,108000
4,1972,0.0,6,920.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,BLQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2319.0,3.0,4724,36,36,180,1,1,1,0,1.0,2,59.29279862009487,3,137500
7,2004,92.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Edwards,MultiLevel,2402.0,2.5,11592,5,4,128,1,1,1,1,0.8333333333333334,3,68.85928393005828,3,165400
6,1977,0.0,6,368.0,RL,Pave,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Rec,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,2146.0,2.0,6702,31,31,0,1,1,1,1,0.6666666666666666,4,68.4995340167754,2,147000
6,2001,0.0,6,288.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,MultiLevel,2082.0,1.5,8388,32,7,0,1,1,1,1,0.5,1,77.08933717579251,3,160500
4,2005,0.0,5,1024.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Y,WD ,Normal,Edwards,SingleStory,2264.0,2.5,4528,3,3,64,1,1,1,0,1.25,2,77.73851590106007,3,176000
5,1996,0.0,11,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,None,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,Ex,Typ,Y,WD ,Normal,Edwards,SingleStory,3820.0,3.5,19100,49,12,372,0,0,1,1,0.7,3,74.52879581151832,2,284700
10,2008,796.0,12,5644.0,RL,Pave,Bnk,Corner,Gtl,Feedr,Norm,1Fam,Hip,ClyTile,Stucco,Stucco,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Y,New,Partial,Edwards,MultiLevel,11752.0,4.5,56420,0,0,292,1,1,1,1,1.5,1,13.614703880190605,0,160000
6,2005,80.0,5,459.0,RM,Pave,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,1619.0,2.0,6432,3,3,28,1,1,1,0,1.0,2,91.41445336627548,3,148000
4,1955,0.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Duplex,Gable,CompShg,AsbShng,Plywood,None,TA,TA,PConc,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,N,FuseP,Fa,Typ,N,WD ,AdjLand,Edwards,SingleStory,1152.0,2.0,4608,53,53,0,0,0,0,0,1.0,2,71.18055555555556,3,82000
4,1955,0.0,6,0.0,RL,Pave,Lvl,Corner,Gtl,Norm,Norm,Duplex,Gable,CompShg,AsbShng,Plywood,None,TA,Fa,PConc,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,N,SBrkr,TA,Typ,N,WD ,AdjLand,Edwards,SingleStory,1152.0,2.0,4608,53,53,0,0,0,0,0,1.0,2,71.18055555555556,3,82000
4,1955,270.0,8,133.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Duplex,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,Fa,Typ,Y,WD ,Normal,Edwards,SingleStory,2880.0,2.0,5760,53,53,0,1,1,0,0,0.5,3,40.97222222222222,3,118000
4,1955,58.0,6,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,Duplex,Gable,CompShg,WdShing,Wd Shng,BrkCmn,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,N,FuseF,TA,Typ,N,WD ,Normal,Edwards,SingleStory,1152.0,2.0,4608,53,53,0,0,0,0,0,1.0,3,71.61458333333333,3,82500
4,1955,0.0,4,784.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,2fmCon,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,N,FuseP,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,1568.0,2.0,3136,53,53,0,1,1,0,0,1.0,2,58.609693877551024,3,91900
5,2007,0.0,5,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseF,Ex,Typ,N,WD ,Family,Edwards,MultiLevel,1638.0,1.5,5265,70,1,0,1,1,0,0,0.75,1,73.26007326007326,3,120000
5,1993,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,Gd,Y,SBrkr,TA,Min1,Y,WD ,Normal,Edwards,MultiLevel,1137.0,1.5,5685,61,15,0,0,0,0,0,0.375,2,84.43271767810026,3,96000
4,1953,115.0,5,767.0,RL,Pave,Bnk,Inside,Mod,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,SingleStory,1841.0,1.0,3720,55,55,0,1,1,1,0,0.5,2,53.77512221618686,3,99000
5,1995,0.0,6,352.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,MultiLevel,1968.0,1.0,6000,62,13,0,1,1,1,0,0.3333333333333333,2,66.3109756097561,3,130500
4,1972,0.0,7,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,MultiLevel,2411.0,2.0,5880,54,36,156,1,1,1,0,0.5,2,55.993363749481546,3,135000
5,1955,0.0,8,0.0,RL,Pave,Lvl,Inside,Gtl,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Y,WD ,Normal,Edwards,MultiLevel,2209.0,1.5,6965,53,53,265,1,1,1,0,0.5,2,61.33997283838841,2,135500
